lemma,PoS,freq,perMil,length,syllable_count,phonological_complexity,age_group,frequency_category,difficulty
holster,n,2007,2.02,7,2,0,7-8,medium,moderate
airtight,j,2003,2.02,8,2,1,7-8,medium,moderate
solemnly,r,2000,2.01,8,3,0,7-8,medium,moderate
tortoise,n,1999,2.01,8,2,0,7-8,medium,moderate
calibrate,v,1996,2.01,9,3,0,7-8,medium,hard
inverted,j,1991,2.0,8,3,1,7-8,medium,moderate
pronoun,n,1983,2.0,7,2,1,7-8,medium,moderate
smuggling,n,1980,1.99,9,2,1,7-8,medium,hard
refrain,n,1970,1.98,7,2,0,7-8,medium,moderate
environs,n,1961,1.97,8,3,0,7-8,medium,moderate
nascent,j,1951,1.96,7,2,1,7-8,medium,moderate
windfall,n,1949,1.96,8,2,1,7-8,medium,moderate
ashtray,n,1941,1.95,7,2,1,7-8,medium,moderate
alaskan,j,1939,1.95,7,3,0,7-8,medium,moderate
repress,v,1936,1.95,7,2,0,7-8,medium,moderate
overload,n,1935,1.95,8,3,0,7-8,medium,moderate
regroup,v,1932,1.95,7,2,1,7-8,medium,moderate
implore,v,1928,1.94,7,2,0,7-8,medium,moderate
exertion,n,1923,1.94,8,3,0,7-8,medium,moderate
inundate,v,1916,1.93,8,3,1,7-8,medium,moderate
juvenile,n,1909,1.92,8,3,0,7-8,medium,moderate
marxism,n,1902,1.92,7,2,0,7-8,medium,moderate
propeller,n,1897,1.91,9,3,0,7-8,medium,hard
darling,j,1895,1.91,7,2,1,7-8,medium,moderate
pretzel,n,1893,1.91,7,2,0,7-8,medium,moderate
ranging,j,1891,1.9,7,2,1,7-8,medium,moderate
impasse,n,1885,1.9,7,2,0,7-8,medium,moderate
rectify,v,1877,1.89,7,3,0,7-8,medium,moderate
misplace,v,1864,1.88,8,2,0,7-8,medium,moderate
failing,n,1862,1.88,7,2,1,7-8,medium,moderate
probing,j,1859,1.87,7,2,1,7-8,medium,moderate
changer,n,1851,1.86,7,2,1,7-8,medium,moderate
respite,n,1847,1.86,7,2,0,7-8,medium,moderate
swimsuit,n,1840,1.85,8,2,0,7-8,medium,moderate
seduction,n,1829,1.84,9,3,1,7-8,medium,hard
armenian,j,1819,1.83,8,3,0,7-8,medium,moderate
foreclose,v,1816,1.83,9,3,0,7-8,medium,hard
arduous,j,1814,1.83,7,2,1,7-8,medium,moderate
stardom,n,1812,1.82,7,2,0,7-8,medium,moderate
postage,n,1810,1.82,7,2,0,7-8,medium,moderate
aerosol,n,1805,1.82,7,3,0,7-8,medium,moderate
silvery,j,1791,1.8,7,3,0,7-8,medium,moderate
fiancee,n,1788,1.8,7,1,0,7-8,medium,moderate
mayoral,j,1785,1.8,7,2,0,7-8,medium,moderate
gauntlet,n,1784,1.8,8,2,1,7-8,medium,moderate
redhead,n,1766,1.78,7,2,1,7-8,medium,moderate
repressed,j,1752,1.76,9,3,1,7-8,medium,hard
vocalist,n,1748,1.76,8,3,0,7-8,medium,moderate
propriety,n,1745,1.76,9,3,1,7-8,medium,hard
genomic,j,1743,1.76,7,3,0,7-8,medium,moderate
cultivar,n,1742,1.75,8,3,0,7-8,medium,moderate
entrant,n,1737,1.75,7,2,1,7-8,medium,moderate
cleverly,r,1732,1.74,8,3,0,7-8,medium,moderate
described,j,1722,1.73,9,2,1,7-8,medium,hard
tabletop,n,1716,1.73,8,3,0,7-8,medium,moderate
excluding,i,1711,1.72,9,3,1,7-8,medium,hard
dizzying,j,1709,1.72,8,2,1,7-8,medium,moderate
heartache,n,1705,1.72,9,2,1,7-8,medium,hard
yugoslav,j,1698,1.71,8,3,0,7-8,medium,moderate
heartless,j,1688,1.7,9,2,0,7-8,medium,hard
favourite,n,1683,1.69,9,3,1,7-8,medium,hard
hectare,n,1673,1.68,7,2,0,7-8,medium,moderate
infuriate,v,1666,1.68,9,3,0,7-8,medium,hard
handlebar,n,1664,1.68,9,3,1,7-8,medium,hard
modular,j,1661,1.67,7,3,0,7-8,medium,moderate
clatter,v,1653,1.66,7,2,0,7-8,medium,moderate
somatic,j,1647,1.66,7,3,0,7-8,medium,moderate
warring,j,1637,1.65,7,2,1,7-8,medium,moderate
gripping,j,1635,1.65,8,2,1,7-8,medium,moderate
whatnot,n,1630,1.64,7,2,1,7-8,medium,moderate
dislodge,v,1628,1.64,8,2,0,7-8,medium,moderate
kangaroo,n,1621,1.63,8,3,0,7-8,medium,moderate
steamer,n,1616,1.63,7,2,0,7-8,medium,moderate
overthrow,n,1606,1.62,9,3,1,7-8,medium,hard
shudder,n,1602,1.61,7,2,1,7-8,medium,moderate
deletion,n,1601,1.61,8,3,0,7-8,medium,moderate
launching,n,1594,1.61,9,2,2,7-8,medium,hard
marinade,n,1591,1.6,8,3,0,7-8,medium,moderate
stagger,n,1573,1.58,7,2,0,7-8,medium,moderate
physique,n,1567,1.58,8,2,1,7-8,medium,moderate
bigoted,j,1565,1.58,7,3,1,7-8,medium,moderate
scavenger,n,1559,1.57,9,3,0,7-8,medium,hard
winnings,n,1558,1.57,8,2,1,7-8,medium,moderate
sobriety,n,1550,1.56,8,3,1,7-8,medium,moderate
presumed,j,1549,1.56,8,3,1,7-8,medium,moderate
lifeboat,n,1543,1.55,8,3,0,7-8,medium,moderate
alderman,n,1537,1.55,8,3,0,7-8,medium,moderate
vestige,n,1535,1.55,7,2,0,7-8,medium,moderate
urinate,v,1529,1.54,7,3,0,7-8,medium,moderate
inverse,j,1526,1.54,7,2,0,7-8,medium,moderate
spherical,j,1524,1.53,9,3,1,7-8,medium,hard
cashmere,n,1522,1.53,8,2,1,7-8,medium,moderate
hamster,n,1515,1.53,7,2,0,7-8,medium,moderate
screaming,j,1513,1.52,9,2,1,7-8,medium,hard
ramadan,n,1499,1.51,7,3,0,7-8,medium,moderate
pungent,j,1493,1.5,7,2,1,7-8,medium,moderate
severance,n,1492,1.5,9,3,0,7-8,medium,hard
crevice,n,1490,1.5,7,2,0,7-8,medium,moderate
jumpsuit,n,1486,1.5,8,2,0,7-8,medium,moderate
observant,j,1477,1.49,9,3,1,7-8,medium,hard
synonym,n,1471,1.48,7,3,0,7-8,medium,moderate
craziness,n,1466,1.48,9,3,0,7-8,medium,hard
secrete,v,1461,1.47,7,2,0,7-8,medium,moderate
jukebox,n,1458,1.47,7,3,0,7-8,medium,moderate
enlarged,j,1453,1.46,8,3,1,7-8,medium,moderate
issuing,j,1451,1.46,7,2,1,7-8,medium,moderate
patently,r,1445,1.46,8,3,1,7-8,medium,moderate
machete,n,1444,1.45,7,2,1,7-8,medium,moderate
lexicon,n,1434,1.44,7,3,0,7-8,medium,moderate
cheetah,n,1433,1.44,7,2,1,7-8,medium,moderate
draconian,j,1432,1.44,9,3,0,7-8,medium,hard
scathing,j,1430,1.44,8,2,1,7-8,medium,moderate
crossword,n,1428,1.44,9,2,0,7-8,medium,hard
charter,v,1425,1.44,7,2,1,7-8,medium,moderate
epitome,n,1413,1.42,7,3,0,7-8,medium,moderate
dopamine,n,1398,1.41,8,3,0,7-8,medium,moderate
harmonic,j,1396,1.41,8,3,0,7-8,medium,moderate
conqueror,n,1394,1.4,9,3,0,7-8,medium,hard
florist,n,1386,1.4,7,2,0,7-8,medium,moderate
fleeing,j,1385,1.39,7,1,1,7-8,medium,moderate
freshness,n,1380,1.39,9,2,1,7-8,medium,hard
northward,r,1379,1.39,9,2,0,7-8,medium,hard
carnivore,n,1373,1.38,9,3,0,7-8,medium,hard
throbbing,j,1371,1.38,9,2,2,7-8,medium,hard
sensing,n,1364,1.37,7,2,1,7-8,medium,moderate
nullify,v,1362,1.37,7,3,0,7-8,medium,moderate
downhill,j,1361,1.37,8,2,0,7-8,medium,moderate
acquired,j,1349,1.36,8,2,1,7-8,medium,moderate
righteous,j,1347,1.36,9,2,2,7-8,medium,hard
boundless,j,1345,1.35,9,2,2,7-8,medium,hard
molester,n,1344,1.35,8,3,0,7-8,medium,moderate
seatbelt,n,1335,1.34,8,2,0,7-8,medium,moderate
encroach,v,1327,1.34,8,2,1,7-8,medium,moderate
strident,j,1326,1.34,8,2,2,7-8,medium,moderate
wandering,j,1321,1.33,9,3,2,7-8,medium,hard
sundown,n,1320,1.33,7,2,1,7-8,medium,moderate
tortured,j,1318,1.33,8,3,1,7-8,medium,moderate
syphilis,n,1309,1.32,8,3,1,7-8,medium,moderate
accordion,n,1303,1.31,9,3,0,7-8,medium,hard
heartily,r,1295,1.3,8,3,0,7-8,medium,moderate
english,j,1285,1.29,7,2,1,7-8,medium,moderate
language,j,1285,1.29,8,2,0,7-8,medium,moderate
alarmist,n,1281,1.29,8,3,0,7-8,medium,moderate
sawdust,n,1274,1.28,7,2,0,7-8,medium,moderate
elated,j,1273,1.28,6,3,1,7-8,medium,moderate
golfing,n,1270,1.28,7,2,1,7-8,medium,moderate
destitute,j,1269,1.28,9,3,0,7-8,medium,hard
spotless,j,1268,1.28,8,2,0,7-8,medium,moderate
poacher,n,1260,1.27,7,2,1,7-8,medium,moderate
cambodian,j,1259,1.27,9,3,0,7-8,medium,hard
pretend,j,1255,1.26,7,2,1,7-8,medium,moderate
trailhead,n,1250,1.26,9,2,0,7-8,medium,hard
newsstand,n,1247,1.26,9,2,1,7-8,medium,hard
landscape,v,1242,1.25,9,2,1,7-8,medium,hard
squatter,n,1236,1.24,8,2,0,7-8,medium,moderate
widower,n,1232,1.24,7,3,0,7-8,medium,moderate
manhunt,n,1227,1.24,7,2,1,7-8,medium,moderate
midseason,n,1224,1.23,9,3,0,7-8,medium,hard
adopter,n,1219,1.23,7,3,0,7-8,medium,moderate
hatchet,n,1215,1.22,7,2,2,7-8,medium,moderate
shipwreck,n,1212,1.22,9,2,2,7-8,medium,hard
thought,j,1210,1.22,7,1,3,7-8,medium,moderate
provoking,j,1210,1.22,9,3,1,7-8,medium,hard
parkland,n,1205,1.21,8,2,1,7-8,medium,moderate
womanhood,n,1204,1.21,9,3,0,7-8,medium,hard
biotech,j,1200,1.21,7,2,1,7-8,medium,moderate
begging,n,1198,1.21,7,2,1,7-8,medium,moderate
cluttered,j,1195,1.2,9,3,1,7-8,medium,hard
starlight,n,1190,1.2,9,2,1,7-8,medium,hard
annual,n,1187,1.2,6,3,0,7-8,medium,moderate
flounder,n,1184,1.19,8,2,2,7-8,medium,moderate
chickpea,n,1173,1.18,8,2,1,7-8,medium,moderate
echelon,n,1172,1.18,7,3,1,7-8,medium,moderate
anemic,j,1169,1.18,6,3,0,7-8,medium,moderate
shuffle,n,1168,1.18,7,2,1,7-8,medium,moderate
gallant,j,1165,1.17,7,2,1,7-8,medium,moderate
contagion,n,1161,1.17,9,3,1,7-8,medium,hard
section,n,1160,1.17,7,2,0,7-8,medium,moderate
mandated,j,1157,1.17,8,3,2,7-8,medium,moderate
vestibule,n,1155,1.16,9,3,0,7-8,medium,hard
weakened,j,1149,1.16,8,3,1,7-8,medium,moderate
concourse,n,1147,1.16,9,2,1,7-8,medium,hard
interlude,n,1145,1.15,9,3,1,7-8,medium,hard
refurbish,v,1144,1.15,9,3,1,7-8,medium,hard
clergyman,n,1137,1.14,9,3,0,7-8,medium,hard
labeling,n,1132,1.14,8,3,1,7-8,medium,moderate
lollipop,n,1132,1.14,8,3,0,7-8,medium,moderate
sorcery,n,1129,1.14,7,3,0,7-8,medium,moderate
constrict,v,1128,1.14,9,2,1,7-8,medium,hard
dreaming,n,1126,1.13,8,2,1,7-8,medium,moderate
stagnate,v,1117,1.12,8,2,0,7-8,medium,moderate
reflected,j,1112,1.12,9,3,1,7-8,medium,hard
numbered,j,1111,1.12,8,3,1,7-8,medium,moderate
coolness,n,1110,1.12,8,2,0,7-8,medium,moderate
vengeful,j,1109,1.12,8,3,0,7-8,medium,moderate
roofing,n,1096,1.1,7,2,1,7-8,medium,moderate
agonize,v,1095,1.1,7,3,0,7-8,medium,moderate
idolize,v,1090,1.1,7,3,0,7-8,medium,moderate
expedite,v,1089,1.1,8,3,1,7-8,medium,moderate
patented,j,1087,1.09,8,3,2,7-8,medium,moderate
bemused,j,1086,1.09,7,3,1,7-8,medium,moderate
radio,v,1084,1.09,5,3,0,7-8,medium,moderate
doomsday,n,1083,1.09,8,2,0,7-8,medium,moderate
lawfully,r,1082,1.09,8,3,0,7-8,medium,moderate
negation,n,1076,1.08,8,3,0,7-8,medium,moderate
enforced,j,1075,1.08,8,3,1,7-8,medium,moderate
dyslexia,n,1074,1.08,8,3,0,7-8,medium,moderate
schoolboy,n,1070,1.08,9,2,1,7-8,medium,hard
combine,n,1058,1.07,7,2,0,7-8,medium,moderate
lazily,r,1054,1.06,6,3,0,7-8,medium,moderate
truckload,n,1051,1.06,9,2,0,7-8,medium,hard
hotshot,n,1049,1.06,7,2,1,7-8,medium,moderate
seclusion,n,1048,1.06,9,3,0,7-8,medium,hard
eraser,n,1047,1.05,6,3,0,7-8,medium,moderate
readout,n,1042,1.05,7,2,1,7-8,medium,moderate
wearable,j,1034,1.04,8,3,0,7-8,medium,moderate
sweatshop,n,1029,1.04,9,2,1,7-8,medium,hard
movable,j,1027,1.03,7,3,0,7-8,medium,moderate
resettle,v,1026,1.03,8,3,0,7-8,medium,moderate
cobbler,n,1021,1.03,7,2,0,7-8,medium,moderate
tinnitus,n,1019,0.93,8,3,0,7-8,medium,moderate
probate,n,1017,1.02,7,2,0,7-8,medium,moderate
roadmap,n,1016,1.02,7,2,0,7-8,medium,moderate
forebear,n,1015,1.02,8,3,0,7-8,medium,moderate
mackerel,n,1011,1.02,8,3,0,7-8,medium,moderate
opening,j,1001,1.01,7,3,1,7-8,medium,moderate
prescient,j,1000,1.01,9,2,2,7-8,medium,hard
parlance,n,995,1.0,8,2,0,7-8,medium,moderate
decadence,n,994,1.0,9,3,0,7-8,medium,hard
bloodline,n,993,1.0,9,2,0,7-8,medium,hard
vetting,n,988,0.99,7,2,1,7-8,medium,moderate
talkative,j,978,0.98,9,3,0,7-8,medium,hard
valuables,n,974,0.98,9,3,0,7-8,medium,hard
calling,n,972,0.98,7,2,1,7-8,medium,moderate
drapery,n,962,0.97,7,3,0,7-8,medium,moderate
endgame,n,961,0.97,7,2,1,7-8,medium,moderate
pursuer,n,960,0.97,7,2,0,7-8,medium,moderate
nurture,n,957,0.96,7,2,0,7-8,medium,moderate
halibut,n,954,0.96,7,3,0,7-8,medium,moderate
scorecard,n,950,0.96,9,3,0,7-8,medium,hard
fluidity,n,946,0.95,8,3,0,7-8,medium,moderate
venison,n,941,0.95,7,3,0,7-8,medium,moderate
directed,j,938,0.94,8,3,1,7-8,medium,moderate
edited,j,934,0.94,6,3,1,7-8,medium,moderate
equinox,n,933,0.94,7,3,0,7-8,medium,moderate
heiress,n,932,0.94,7,2,0,7-8,medium,moderate
minutia,n,931,0.94,7,3,0,7-8,medium,moderate
mannerism,n,931,0.94,9,3,0,7-8,medium,hard
mirrored,j,926,0.93,8,3,1,7-8,medium,moderate
foreword,n,925,0.93,8,3,0,7-8,medium,moderate
headless,j,924,0.93,8,2,0,7-8,medium,moderate
scrunch,v,923,0.93,7,1,1,7-8,medium,moderate
bailiff,n,920,0.93,7,2,0,7-8,medium,moderate
dishonor,n,919,0.93,8,3,1,7-8,medium,moderate
smoothie,n,917,0.92,8,1,1,7-8,medium,moderate
paragon,n,916,0.92,7,3,0,7-8,medium,moderate
contrived,j,914,0.92,9,3,2,7-8,medium,hard
priestly,j,909,0.92,8,2,1,7-8,medium,moderate
overcast,j,908,0.91,8,3,0,7-8,medium,moderate
kuwaiti,n,907,0.91,7,3,0,7-8,medium,moderate
lunatic,j,905,0.91,7,3,0,7-8,medium,moderate
milling,n,903,0.91,7,2,1,7-8,medium,moderate
sweating,j,900,0.91,8,2,1,7-8,medium,moderate
scrappy,j,898,0.9,7,2,0,7-8,medium,moderate
artifice,n,895,0.9,8,3,0,7-8,medium,moderate
volition,n,893,0.9,8,3,0,7-8,medium,moderate
mishandle,v,892,0.9,9,3,2,7-8,medium,hard
premiere,v,889,0.9,8,2,1,7-8,medium,moderate
treatable,j,884,0.89,9,3,0,7-8,medium,hard
mainline,j,883,0.89,8,2,0,7-8,medium,moderate
bolivian,j,882,0.89,8,3,0,7-8,medium,moderate
overeat,v,878,0.88,7,3,0,7-8,medium,moderate
abdicate,v,876,0.88,8,3,0,7-8,medium,moderate
checked,j,873,0.88,7,1,2,7-8,medium,moderate
urinal,n,868,0.87,6,3,0,7-8,medium,moderate
dribble,n,866,0.87,7,2,0,7-8,medium,moderate
bearable,j,864,0.87,8,3,0,7-8,medium,moderate
naivete,n,861,0.87,7,2,0,7-8,medium,moderate
stoppage,n,858,0.86,8,2,0,7-8,medium,moderate
drifter,n,854,0.86,7,2,0,7-8,medium,moderate
imprecise,j,853,0.86,9,3,0,7-8,medium,hard
phonics,n,852,0.86,7,2,1,7-8,medium,moderate
wrangling,n,848,0.85,9,2,2,7-8,medium,hard
headlong,r,844,0.85,8,2,0,7-8,medium,moderate
overreach,v,842,0.85,9,3,1,7-8,medium,hard
occasion,v,840,0.85,8,3,0,7-8,medium,moderate
reprise,v,839,0.84,7,2,0,7-8,medium,moderate
sagging,j,838,0.84,7,2,1,7-8,medium,moderate
fibrous,j,837,0.84,7,2,1,7-8,medium,moderate
surmount,v,835,0.84,8,2,2,7-8,medium,moderate
expedient,j,834,0.84,9,3,3,7-8,medium,hard
honoree,n,831,0.84,7,2,0,7-8,medium,moderate
donated,j,831,0.84,7,3,1,7-8,medium,moderate
endocrine,j,830,0.84,9,3,1,7-8,medium,hard
published,j,827,0.83,9,3,2,7-8,medium,hard
swordfish,n,823,0.83,9,2,1,7-8,medium,hard
impinge,v,821,0.83,7,2,1,7-8,medium,moderate
currant,n,818,0.82,7,2,1,7-8,medium,moderate
stitching,n,817,0.82,9,2,3,7-8,medium,hard
unscrew,v,814,0.82,7,2,0,7-8,medium,moderate
spotter,n,811,0.82,7,2,0,7-8,medium,moderate
earthworm,n,811,0.82,9,2,0,7-8,medium,hard
crosshair,n,809,0.81,9,2,1,7-8,medium,hard
airstrip,n,805,0.81,8,2,1,7-8,medium,moderate
handyman,n,803,0.81,8,3,1,7-8,medium,moderate
jailhouse,n,796,0.8,9,2,1,7-8,medium,hard
oscillate,v,795,0.8,9,3,0,7-8,medium,hard
trawler,n,794,0.8,7,2,0,7-8,medium,moderate
realign,v,790,0.8,7,2,0,7-8,medium,moderate
upriver,r,789,0.79,7,3,0,7-8,medium,moderate
corkscrew,n,788,0.88,9,2,0,7-8,medium,hard
rockfish,n,786,0.79,8,2,1,7-8,medium,moderate
stumble,n,784,0.79,7,2,0,7-8,medium,moderate
brotherly,j,783,0.79,9,3,0,7-8,medium,hard
drooping,j,781,0.79,8,2,1,7-8,medium,moderate
innards,n,780,0.79,7,2,0,7-8,medium,moderate
airship,n,780,0.79,7,2,1,7-8,medium,moderate
soreness,n,778,0.78,8,3,0,7-8,medium,moderate
cornbread,n,777,0.78,9,2,0,7-8,medium,hard
frickin,j,776,0.78,7,2,0,7-8,medium,moderate
stealthy,j,772,0.78,8,2,0,7-8,medium,moderate
cutthroat,n,771,0.78,9,2,1,7-8,medium,hard
teasing,j,769,0.77,7,2,1,7-8,medium,moderate
bigfoot,n,768,0.77,7,2,0,7-8,medium,moderate
dentistry,n,767,0.77,9,3,2,7-8,medium,hard
routing,n,764,0.77,7,2,2,7-8,medium,moderate
chaperone,n,761,0.77,9,3,1,7-8,medium,hard
building,n,760,0.77,8,2,1,7-8,medium,moderate
riverboat,n,758,0.76,9,3,0,7-8,medium,hard
floodgate,n,757,0.76,9,2,0,7-8,medium,hard
milkshake,n,757,0.76,9,2,1,7-8,medium,hard
templar,n,756,0.76,7,2,0,7-8,medium,moderate
vanished,j,754,0.76,8,3,2,7-8,medium,moderate
mistrust,v,752,0.76,8,2,1,7-8,medium,moderate
primeval,j,749,0.75,8,3,0,7-8,medium,moderate
fallback,n,746,0.75,8,2,0,7-8,medium,moderate
reissue,v,745,0.75,7,1,0,7-8,medium,moderate
marching,n,745,0.75,8,2,2,7-8,medium,moderate
frontman,n,741,0.75,8,2,1,7-8,medium,moderate
douchebag,n,741,0.75,9,3,2,7-8,medium,hard
cursive,j,738,0.74,7,2,0,7-8,medium,moderate
erasure,n,737,0.74,7,3,0,7-8,medium,moderate
deceased,n,735,0.74,8,3,1,7-8,medium,moderate
thyself,p,734,0.74,7,2,0,7-8,medium,moderate
scalable,j,729,0.73,8,3,0,7-8,medium,moderate
suffering,j,727,0.73,9,3,1,7-8,medium,hard
reconvene,v,726,0.73,9,3,0,7-8,medium,hard
scammer,n,725,0.73,7,2,0,7-8,medium,moderate
femoral,j,721,0.73,7,3,0,7-8,medium,moderate
javelin,n,718,0.72,7,3,0,7-8,medium,moderate
viscous,j,717,0.72,7,2,1,7-8,medium,moderate
producing,j,715,0.72,9,3,1,7-8,medium,hard
ironclad,n,709,0.71,8,3,0,7-8,medium,moderate
spectre,n,708,0.71,7,1,0,7-8,medium,moderate
buoyancy,n,706,0.71,8,2,0,7-8,medium,moderate
gleeful,j,703,0.71,7,2,0,7-8,medium,moderate
armory,n,702,0.71,6,3,0,7-8,medium,moderate
guerilla,n,701,0.71,8,3,0,7-8,medium,moderate
lifetime,j,700,0.7,8,2,0,7-8,medium,moderate
vehement,j,698,0.7,8,3,1,7-8,medium,moderate
boatload,n,694,0.7,8,2,0,7-8,medium,moderate
relearn,v,694,0.7,7,2,0,7-8,medium,moderate
bundled,j,693,0.7,7,2,2,7-8,medium,moderate
revived,j,690,0.69,7,3,1,7-8,medium,moderate
loathsome,j,689,0.69,9,2,0,7-8,medium,hard
diorama,n,686,0.69,7,3,0,7-8,medium,moderate
deciduous,j,681,0.69,9,3,1,7-8,medium,hard
adornment,n,679,0.68,9,3,1,7-8,medium,hard
beaming,j,675,0.68,7,2,1,7-8,medium,moderate
attorney,j,672,0.68,8,3,0,7-8,medium,moderate
resound,v,671,0.68,7,2,2,7-8,medium,moderate
listless,j,670,0.67,8,2,0,7-8,medium,moderate
dipping,j,667,0.67,7,2,1,7-8,medium,moderate
appointed,j,666,0.67,9,3,2,7-8,medium,hard
concubine,n,663,0.67,9,3,0,7-8,medium,hard
quarter,j,661,0.67,7,2,0,7-8,medium,moderate
straggler,n,661,0.67,9,2,1,7-8,medium,hard
harvester,n,660,0.66,9,3,0,7-8,medium,hard
crawling,j,659,0.66,8,2,1,7-8,medium,moderate
squalid,j,658,0.66,7,2,0,7-8,medium,moderate
mallard,n,657,0.66,7,2,0,7-8,medium,moderate
hooligan,n,653,0.66,8,3,0,7-8,medium,moderate
sixteen,j,653,0.66,7,2,0,7-8,medium,moderate
pantsuit,n,651,0.66,8,2,1,7-8,medium,moderate
sedition,n,649,0.65,8,3,1,7-8,medium,moderate
aberrant,j,649,0.65,8,3,1,7-8,medium,moderate
nepotism,n,645,0.65,8,3,0,7-8,medium,moderate
recluse,n,642,0.65,7,2,0,7-8,medium,moderate
servicing,n,641,0.65,9,3,1,7-8,medium,hard
indigo,n,641,0.65,6,3,1,7-8,medium,moderate
dollhouse,n,639,0.64,9,2,1,7-8,medium,hard
mennonite,j,638,0.64,9,3,0,7-8,medium,hard
homebuyer,n,638,0.64,9,3,0,7-8,medium,hard
regalia,n,637,0.64,7,3,0,7-8,medium,moderate
obviate,v,637,0.64,7,2,0,7-8,medium,moderate
exorcize,v,633,0.64,8,3,0,7-8,medium,moderate
croquet,n,628,0.63,7,2,0,7-8,medium,moderate
spineless,j,628,0.63,9,3,0,7-8,medium,hard
restock,v,622,0.63,7,2,0,7-8,medium,moderate
fruitcake,n,621,0.63,9,2,0,7-8,medium,hard
prostrate,j,620,0.62,9,2,1,7-8,medium,hard
lunchroom,n,615,0.62,9,2,1,7-8,medium,hard
smallish,j,614,0.62,8,2,1,7-8,medium,moderate
plumage,n,613,0.62,7,2,0,7-8,medium,moderate
psoriasis,n,611,0.62,9,3,0,7-8,medium,hard
discard,n,610,0.61,7,2,0,7-8,medium,moderate
adrenal,j,604,0.61,7,3,0,7-8,medium,moderate
athenian,j,601,0.61,8,3,0,7-8,medium,moderate
thatched,j,600,0.6,8,2,3,7-8,medium,moderate
psychic,n,598,0.6,7,2,1,7-8,medium,moderate
laryngeal,j,598,0.6,9,3,0,7-8,medium,hard
ordered,j,597,0.6,7,2,1,7-8,medium,moderate
carpeted,j,595,0.6,8,3,1,7-8,medium,moderate
glittery,j,594,0.6,8,3,0,7-8,medium,moderate
vagabond,n,593,0.6,8,3,1,7-8,medium,moderate
nesting,n,590,0.59,7,2,1,7-8,medium,moderate
punchline,n,586,0.59,9,2,1,7-8,medium,hard
humorist,n,583,0.59,8,3,0,7-8,medium,moderate
summons,v,583,0.59,7,2,0,7-8,medium,moderate
stampede,v,580,0.58,8,2,1,7-8,medium,moderate
unbelief,n,580,0.58,8,3,1,7-8,medium,moderate
colander,n,579,0.58,8,3,1,7-8,medium,moderate
forgetful,j,578,0.58,9,3,0,7-8,medium,hard
defunct,j,577,0.58,7,2,0,7-8,medium,moderate
bogeyman,n,575,0.58,8,3,0,7-8,medium,moderate
president,n,574,0.58,9,3,1,7-8,medium,hard
throaty,j,574,0.58,7,2,1,7-8,medium,moderate
cathode,n,573,0.58,7,2,0,7-8,medium,moderate
boomerang,n,570,0.57,9,3,0,7-8,medium,hard
scrubber,n,566,0.57,8,2,0,7-8,medium,moderate
plunger,n,564,0.57,7,2,0,7-8,medium,moderate
debutante,n,563,0.57,9,3,1,7-8,medium,hard
grounder,n,561,0.56,8,2,2,7-8,medium,moderate
breathing,j,560,0.56,9,2,1,7-8,medium,hard
woodcut,n,559,0.56,7,2,0,7-8,medium,moderate
tagline,n,557,0.56,7,2,0,7-8,medium,moderate
untoward,j,554,0.56,8,3,1,7-8,medium,moderate
handpick,v,553,0.56,8,2,1,7-8,medium,moderate
hungover,j,552,0.56,8,3,0,7-8,medium,moderate
vesicle,n,551,0.55,7,3,0,7-8,medium,moderate
snarling,j,551,0.55,8,2,1,7-8,medium,moderate
ranting,n,549,0.55,7,2,2,7-8,medium,moderate
hasidic,j,547,0.55,7,3,0,7-8,medium,moderate
tapping,n,546,0.55,7,2,1,7-8,medium,moderate
thankless,j,545,0.55,9,2,0,7-8,medium,hard
brownish,j,545,0.55,8,2,1,7-8,medium,moderate
sunbathe,v,544,0.55,8,2,0,7-8,medium,moderate
annulment,n,544,0.55,9,3,1,7-8,medium,hard
wickedly,r,543,0.55,8,3,1,7-8,medium,moderate
falsetto,n,543,0.55,8,3,0,7-8,medium,moderate
huntsman,n,541,0.54,8,2,1,7-8,medium,moderate
entreaty,n,540,0.54,8,3,1,7-8,medium,moderate
catchment,n,540,0.54,9,2,3,7-8,medium,hard
whipping,j,539,0.54,8,2,2,7-8,medium,moderate
sceptic,n,539,0.54,7,2,0,7-8,medium,moderate
prickle,v,537,0.54,7,2,0,7-8,medium,moderate
abductor,n,535,0.54,8,3,0,7-8,medium,moderate
ordinal,j,533,0.54,7,3,0,7-8,medium,moderate
dropping,j,532,0.54,8,2,1,7-8,medium,moderate
biologic,j,531,0.53,8,3,0,7-8,medium,moderate
pacific,j,530,0.53,7,3,0,7-8,medium,moderate
barking,n,530,0.53,7,2,1,7-8,medium,moderate
nameplate,n,529,0.53,9,3,0,7-8,medium,hard
specific,j,527,0.53,8,3,0,7-8,medium,moderate
carpool,n,527,0.53,7,2,0,7-8,medium,moderate
impactful,j,526,0.53,9,3,0,7-8,medium,hard
demotion,n,525,0.53,8,3,0,7-8,medium,moderate
dreadlock,n,524,0.53,9,2,0,7-8,medium,hard
selfishly,r,524,0.53,9,3,1,7-8,medium,hard
parentage,n,522,0.53,9,3,1,7-8,medium,hard
gunnery,n,521,0.52,7,3,0,7-8,medium,moderate
equipped,j,519,0.52,8,2,1,7-8,medium,moderate
diluted,j,517,0.52,7,3,1,7-8,medium,moderate
