lemma,PoS,freq,perMil,length,syllable_count,phonological_complexity,age_group,frequency_category,difficulty
factotum,n,75,0.08,8,3,0,7-8,low,easy
fencepost,n,75,0.08,9,3,0,7-8,low,hard
cytosine,n,74,0.07,8,3,0,7-8,low,easy
rolling,n,74,0.07,7,2,1,7-8,low,easy
infested,j,74,0.07,8,3,1,7-8,low,easy
brickbat,n,74,0.07,8,2,0,7-8,low,easy
riotously,r,74,0.07,9,3,1,7-8,low,hard
lockjaw,n,74,0.07,7,2,0,7-8,low,easy
hustling,n,74,0.07,8,2,1,7-8,low,easy
reprieve,v,73,0.07,8,2,1,7-8,low,easy
fledged,j,73,0.07,7,2,1,7-8,low,easy
energy,j,73,0.07,6,3,0,7-8,low,easy
audio,j,73,0.07,5,3,0,7-8,low,easy
bargainer,n,73,0.07,9,3,0,7-8,low,hard
admired,j,73,0.07,7,3,1,7-8,low,easy
shoring,j,73,0.07,7,2,2,7-8,low,easy
smokiness,n,73,0.07,9,3,0,7-8,low,hard
damnably,r,73,0.07,8,3,0,7-8,low,easy
prudery,n,72,0.07,7,3,0,7-8,low,easy
mezzanine,n,72,0.07,9,3,0,7-8,low,hard
osteopath,n,72,0.07,9,3,0,7-8,low,hard
longest,j,72,0.07,7,2,0,7-8,low,easy
lasting,j,72,0.07,7,2,1,7-8,low,easy
muddler,n,72,0.07,7,2,0,7-8,low,easy
religion,j,72,0.07,8,3,0,7-8,low,easy
creation,j,72,0.07,8,3,0,7-8,low,easy
thready,j,72,0.07,7,2,1,7-8,low,easy
eeriness,n,72,0.07,8,3,0,7-8,low,easy
tricuspid,j,71,0.07,9,3,0,7-8,low,hard
tolling,j,71,0.07,7,2,1,7-8,low,easy
through,j,71,0.07,7,1,4,7-8,low,easy
informed,j,71,0.07,8,2,1,7-8,low,easy
quintuple,j,71,0.07,9,3,1,7-8,low,hard
planning,j,71,0.07,8,2,1,7-8,low,easy
toothed,j,70,0.07,7,2,1,7-8,low,easy
darkish,j,70,0.07,7,2,1,7-8,low,easy
dieldrin,n,70,0.07,8,2,1,7-8,low,easy
technics,n,70,0.07,8,2,1,7-8,low,easy
fixator,n,70,0.07,7,3,0,7-8,low,easy
toneless,j,70,0.07,8,3,0,7-8,low,easy
bearded,j,69,0.07,7,2,1,7-8,low,easy
tanzanian,n,69,0.07,9,3,0,7-8,low,hard
jackfruit,n,69,0.07,9,2,0,7-8,low,hard
quickened,j,69,0.07,9,3,1,7-8,low,hard
answerer,n,69,0.07,8,3,0,7-8,low,easy
sequence,j,69,0.07,8,2,0,7-8,low,easy
gessoed,j,69,0.07,7,2,1,7-8,low,easy
ciliary,j,69,0.07,7,3,0,7-8,low,easy
computer,j,69,0.07,8,3,0,7-8,low,easy
playact,v,68,0.07,7,1,0,7-8,low,easy
orbiting,j,68,0.07,8,3,1,7-8,low,easy
jerking,n,68,0.07,7,2,1,7-8,low,easy
humeral,j,68,0.07,7,3,0,7-8,low,easy
horsemeat,n,68,0.07,9,3,0,7-8,low,hard
mastery,n,68,0.07,7,3,0,7-8,low,easy
sorrowing,j,67,0.07,9,3,1,7-8,low,hard
weapons,j,67,0.07,7,2,0,7-8,low,easy
mouthed,j,67,0.07,7,2,2,7-8,low,easy
occurring,j,67,0.07,9,3,1,7-8,low,hard
classic,j,67,0.07,7,2,0,7-8,low,easy
newshound,n,67,0.07,9,2,3,7-8,low,hard
pedicab,n,67,0.07,7,3,1,7-8,low,easy
sapsucker,n,67,0.07,9,3,0,7-8,low,hard
partisan,j,66,0.07,8,3,0,7-8,low,easy
crassness,n,66,0.07,9,2,0,7-8,low,hard
orthoses,n,66,0.07,8,3,0,7-8,low,easy
queenly,r,66,0.07,7,2,0,7-8,low,easy
tenured,j,66,0.07,7,3,1,7-8,low,easy
unshaved,j,66,0.07,8,3,2,7-8,low,easy
sorption,n,66,0.07,8,2,0,7-8,low,easy
inflating,j,66,0.07,9,3,1,7-8,low,hard
tinkering,j,65,0.07,9,3,1,7-8,low,hard
sprawled,j,65,0.07,8,2,1,7-8,low,easy
weather,j,65,0.07,7,2,0,7-8,low,easy
rabbinate,n,65,0.07,9,3,0,7-8,low,hard
moussaka,n,65,0.07,8,3,1,7-8,low,easy
madrassah,n,65,0.07,9,3,0,7-8,low,hard
giveback,n,65,0.07,8,3,0,7-8,low,easy
creaking,n,65,0.07,8,2,1,7-8,low,easy
braless,j,65,0.07,7,2,0,7-8,low,easy
eyewall,n,65,0.07,7,2,0,7-8,low,easy
porkpie,n,65,0.07,7,1,1,7-8,low,easy
saracen,j,64,0.06,7,3,0,7-8,low,easy
summoner,n,64,0.06,8,3,0,7-8,low,easy
bupropion,n,64,0.06,9,3,0,7-8,low,hard
reviving,j,64,0.06,8,3,1,7-8,low,easy
cording,n,64,0.06,7,2,1,7-8,low,easy
mandrake,n,64,0.06,8,2,1,7-8,low,easy
moldovan,j,64,0.06,8,3,0,7-8,low,easy
attended,j,64,0.06,8,3,2,7-8,low,easy
bestride,v,64,0.06,8,2,1,7-8,low,easy
venturing,n,64,0.06,9,3,2,7-8,low,hard
growler,n,64,0.06,7,2,0,7-8,low,easy
refused,j,64,0.06,7,2,1,7-8,low,easy
tuberose,n,63,0.06,8,3,0,7-8,low,easy
importune,v,63,0.06,9,3,0,7-8,low,hard
fluorosis,n,63,0.06,9,3,0,7-8,low,hard
shafted,j,63,0.06,7,2,2,7-8,low,easy
winking,n,63,0.06,7,2,1,7-8,low,easy
wasting,j,63,0.06,7,2,1,7-8,low,easy
iodized,j,63,0.06,7,3,1,7-8,low,easy
nomadism,n,63,0.06,8,3,0,7-8,low,easy
cenozoic,j,63,0.06,8,3,0,7-8,low,easy
meteoroid,j,63,0.06,9,3,0,7-8,low,hard
assault,j,63,0.06,7,2,0,7-8,low,easy
cordgrass,n,63,0.06,9,2,0,7-8,low,hard
curtsey,v,63,0.06,7,2,0,7-8,low,easy
cackling,j,63,0.06,8,2,1,7-8,low,easy
customer,j,63,0.06,8,3,0,7-8,low,easy
centric,j,63,0.06,7,2,1,7-8,low,easy
scandal,j,63,0.06,7,2,1,7-8,low,easy
plundered,j,62,0.06,9,3,2,7-8,low,hard
subject,j,62,0.06,7,2,0,7-8,low,easy
disjunct,j,62,0.06,8,2,0,7-8,low,easy
drearily,r,62,0.06,8,3,0,7-8,low,easy
pietism,n,62,0.06,7,2,1,7-8,low,easy
outgrown,j,62,0.06,8,2,1,7-8,low,easy
bellied,j,62,0.06,7,2,2,7-8,low,easy
mediated,j,62,0.06,8,3,1,7-8,low,easy
thrumming,n,62,0.06,9,2,2,7-8,low,hard
breaking,j,62,0.06,8,2,1,7-8,low,easy
roasted,j,61,0.06,7,2,1,7-8,low,easy
grousing,n,61,0.06,8,2,2,7-8,low,easy
disposal,j,61,0.06,8,3,0,7-8,low,easy
coiffed,j,61,0.06,7,2,1,7-8,low,easy
shopping,j,61,0.06,8,2,2,7-8,low,easy
readable,j,61,0.06,8,3,0,7-8,low,easy
goading,n,61,0.06,7,2,1,7-8,low,easy
pinniped,n,61,0.06,8,3,1,7-8,low,easy
dewdrop,n,61,0.06,7,2,0,7-8,low,easy
exercise,j,60,0.06,8,3,0,7-8,low,easy
bowrider,n,60,0.06,8,3,1,7-8,low,easy
skilfully,r,60,0.06,9,3,0,7-8,low,hard
pollution,j,60,0.06,9,3,0,7-8,low,hard
checkable,j,60,0.06,9,3,1,7-8,low,hard
certified,j,60,0.06,9,3,2,7-8,low,hard
handbell,n,60,0.06,8,2,1,7-8,low,easy
sessile,j,60,0.06,7,2,0,7-8,low,easy
herbalism,n,59,0.06,9,3,0,7-8,low,hard
titrate,v,59,0.06,7,2,0,7-8,low,easy
browned,j,59,0.06,7,2,1,7-8,low,easy
fondling,n,59,0.06,8,2,2,7-8,low,easy
bengali,n,59,0.06,7,3,0,7-8,low,easy
meninges,n,59,0.06,8,3,1,7-8,low,easy
alpinist,n,59,0.06,8,3,0,7-8,low,easy
boulder,j,59,0.06,7,2,1,7-8,low,easy
deathblow,n,59,0.06,9,2,0,7-8,low,hard
ferrule,n,59,0.06,7,2,0,7-8,low,easy
extruder,n,58,0.06,8,3,0,7-8,low,easy
crimson,v,58,0.06,7,2,0,7-8,low,easy
loitering,n,58,0.06,9,3,1,7-8,low,hard
mummify,v,58,0.06,7,3,0,7-8,low,easy
castrato,n,58,0.06,8,3,1,7-8,low,easy
handling,j,58,0.06,8,2,2,7-8,low,easy
horniness,n,57,0.06,9,3,0,7-8,low,hard
worldly,j,57,0.06,7,2,0,7-8,low,easy
biorhythm,n,57,0.06,9,2,0,7-8,low,hard
medical,j,57,0.06,7,3,1,7-8,low,easy
paraglide,v,57,0.06,9,3,0,7-8,low,hard
cockaded,j,57,0.06,8,3,1,7-8,low,easy
stronger,j,57,0.06,8,1,1,7-8,low,easy
expected,j,57,0.06,8,2,1,7-8,low,easy
pronation,n,57,0.06,9,3,0,7-8,low,hard
saunter,n,56,0.06,7,2,1,7-8,low,easy
davidic,j,56,0.06,7,3,0,7-8,low,easy
pressure,j,56,0.06,8,2,0,7-8,low,easy
blueblood,n,56,0.06,9,2,0,7-8,low,hard
overgraze,v,56,0.06,9,3,0,7-8,low,hard
skitter,n,56,0.06,7,2,0,7-8,low,easy
glottis,n,56,0.06,7,2,0,7-8,low,easy
lutefisk,n,56,0.06,8,3,0,7-8,low,easy
metanoia,n,56,0.06,8,3,0,7-8,low,easy
unpatched,j,56,0.06,9,3,3,7-8,low,hard
tattler,n,56,0.06,7,2,0,7-8,low,easy
wholistic,j,56,0.06,9,3,1,7-8,low,hard
produced,j,56,0.06,8,2,1,7-8,low,easy
fortune,j,56,0.06,7,2,0,7-8,low,easy
telling,j,56,0.06,7,2,1,7-8,low,easy
trollish,j,55,0.06,8,2,1,7-8,low,easy
resistant,j,55,0.06,9,3,1,7-8,low,hard
shoreward,r,55,0.06,9,3,1,7-8,low,hard
veiling,n,55,0.06,7,2,1,7-8,low,easy
nourished,j,55,0.06,9,3,3,7-8,low,hard
bartered,j,55,0.06,8,3,1,7-8,low,easy
coatroom,n,55,0.06,8,2,0,7-8,low,easy
freezing,j,55,0.06,8,2,1,7-8,low,easy
pelota,n,55,0.06,6,3,0,7-8,low,easy
subverted,j,54,0.05,9,3,1,7-8,low,hard
crossing,j,54,0.05,8,2,1,7-8,low,easy
cleanness,n,54,0.05,9,2,0,7-8,low,hard
gleanings,n,54,0.05,9,2,1,7-8,low,hard
altering,n,54,0.05,8,3,1,7-8,low,easy
narcotics,j,54,0.05,9,3,0,7-8,low,hard
medium,n,54,0.05,6,3,1,7-8,low,easy
hormesis,n,54,0.05,8,3,0,7-8,low,easy
welcome,j,54,0.05,7,2,0,7-8,low,easy
whorish,j,54,0.05,7,2,2,7-8,low,easy
uttering,n,54,0.05,8,3,1,7-8,low,easy
sunyata,n,54,0.05,7,3,0,7-8,low,easy
torero,n,53,0.05,6,3,0,7-8,low,easy
indian,j,53,0.05,6,3,1,7-8,low,easy
graspable,j,53,0.05,9,3,0,7-8,low,hard
telluric,j,53,0.05,8,3,0,7-8,low,easy
irishness,n,53,0.05,9,3,1,7-8,low,hard
breasted,j,53,0.05,8,2,1,7-8,low,easy
caliber,j,53,0.05,7,3,0,7-8,low,easy
mullion,n,53,0.05,7,2,0,7-8,low,easy
clucking,j,53,0.05,8,2,1,7-8,low,easy
clamoring,n,53,0.05,9,3,1,7-8,low,hard
butcher,j,53,0.05,7,2,2,7-8,low,easy
overtime,j,53,0.05,8,3,0,7-8,low,easy
neurone,n,53,0.05,7,2,0,7-8,low,easy
evening,j,53,0.05,7,2,1,7-8,low,easy
pedipalp,n,53,0.05,8,3,1,7-8,low,easy
dazzled,j,53,0.05,7,2,1,7-8,low,easy
fellate,v,53,0.05,7,2,0,7-8,low,easy
dependent,j,52,0.05,9,3,2,7-8,low,hard
eventide,n,52,0.05,8,3,1,7-8,low,easy
crowding,n,52,0.05,8,2,1,7-8,low,easy
biryani,n,52,0.05,7,3,0,7-8,low,easy
lissome,j,52,0.05,7,2,0,7-8,low,easy
vitruvian,j,52,0.05,9,3,0,7-8,low,hard
serried,j,52,0.05,7,2,2,7-8,low,easy
spotlit,j,52,0.05,7,2,0,7-8,low,easy
fuehrer,n,51,0.05,7,2,0,7-8,low,easy
freakshow,n,51,0.05,9,2,1,7-8,low,hard
fleshless,j,51,0.05,9,2,1,7-8,low,hard
testator,n,51,0.05,8,3,0,7-8,low,easy
tilting,n,51,0.05,7,2,1,7-8,low,easy
chapman,n,51,0.05,7,2,1,7-8,low,easy
bandpass,n,51,0.05,8,2,1,7-8,low,easy
adventism,n,51,0.05,9,3,1,7-8,low,hard
chuckling,j,51,0.05,9,2,2,7-8,low,hard
retouch,n,51,0.05,7,2,2,7-8,low,easy
calabrian,j,51,0.05,9,3,0,7-8,low,hard
pneumonic,j,51,0.05,9,3,0,7-8,low,hard
deuteron,n,50,0.05,8,3,0,7-8,low,easy
slobbery,j,50,0.05,8,3,0,7-8,low,easy
subnormal,j,50,0.05,9,3,0,7-8,low,hard
density,j,50,0.05,7,3,0,7-8,low,easy
rustproof,j,50,0.05,9,2,0,7-8,low,hard
cryostat,n,50,0.05,8,2,0,7-8,low,easy
cordial,n,50,0.05,7,2,0,7-8,low,easy
certifier,n,50,0.05,9,3,1,7-8,low,hard
unbelted,j,50,0.05,8,3,1,7-8,low,easy
tamely,r,50,0.05,6,3,0,7-8,low,easy
haplessly,r,50,0.05,9,3,0,7-8,low,hard
sexually,j,50,0.05,8,3,0,7-8,low,easy
kitchen,j,49,0.05,7,2,2,7-8,low,easy
lustfully,r,49,0.05,9,3,0,7-8,low,hard
bustline,n,49,0.05,8,2,0,7-8,low,easy
screwworm,n,48,0.05,9,2,0,7-8,low,hard
slippered,j,48,0.05,9,3,1,7-8,low,hard
guestbook,n,48,0.05,9,2,0,7-8,low,hard
securing,n,48,0.05,8,3,1,7-8,low,easy
superpose,v,48,0.05,9,3,0,7-8,low,hard
highlife,n,47,0.05,8,2,1,7-8,low,easy
upwelling,j,47,0.05,9,3,1,7-8,low,hard
ungloved,j,47,0.05,8,3,1,7-8,low,easy
advanced,j,47,0.05,8,2,1,7-8,low,easy
lumpish,j,47,0.05,7,2,1,7-8,low,easy
gilding,n,47,0.05,7,2,1,7-8,low,easy
orisha,n,47,0.05,6,3,1,7-8,low,easy
pictish,j,47,0.05,7,2,1,7-8,low,easy
bottled,j,47,0.05,7,2,1,7-8,low,easy
fastback,n,47,0.05,8,2,0,7-8,low,easy
schlong,n,46,0.05,7,1,1,7-8,low,easy
stuccoed,j,46,0.05,8,2,1,7-8,low,easy
boarding,j,46,0.05,8,2,1,7-8,low,easy
dorsally,r,46,0.05,8,3,0,7-8,low,easy
petrous,j,46,0.05,7,2,1,7-8,low,easy
piggish,j,46,0.05,7,2,1,7-8,low,easy
chromoly,j,46,0.05,8,3,1,7-8,low,easy
whaling,j,46,0.05,7,2,2,7-8,low,easy
catechize,v,46,0.05,9,3,1,7-8,low,hard
unzipped,j,46,0.05,8,3,1,7-8,low,easy
teaching,j,46,0.05,8,2,2,7-8,low,easy
gurdwara,n,46,0.05,8,3,0,7-8,low,easy
seatwork,n,46,0.05,8,2,0,7-8,low,easy
swooning,j,46,0.05,8,2,1,7-8,low,easy
sunporch,n,45,0.05,8,2,1,7-8,low,easy
spiritism,n,45,0.05,9,3,0,7-8,low,hard
formation,j,45,0.05,9,3,0,7-8,low,hard
unreached,j,45,0.05,9,3,2,7-8,low,hard
underuse,n,45,0.05,8,3,1,7-8,low,easy
mercuric,j,45,0.05,8,3,0,7-8,low,easy
wattage,j,45,0.05,7,2,0,7-8,low,easy
alienness,n,45,0.05,9,3,1,7-8,low,hard
brained,j,45,0.05,7,2,1,7-8,low,easy
presider,n,45,0.05,8,3,0,7-8,low,easy
storage,j,45,0.05,7,2,0,7-8,low,easy
fermionic,j,44,0.04,9,3,0,7-8,low,hard
darkling,j,44,0.04,8,2,1,7-8,low,easy
summiteer,n,44,0.04,9,3,0,7-8,low,hard
rivalrous,j,44,0.04,9,3,1,7-8,low,hard
offensive,j,44,0.04,9,3,0,7-8,low,hard
coumarin,n,44,0.04,8,3,1,7-8,low,easy
coalmine,n,44,0.04,8,2,0,7-8,low,easy
menshevik,n,44,0.04,9,3,1,7-8,low,hard
concealed,j,44,0.04,9,3,1,7-8,low,hard
waspish,j,44,0.04,7,2,1,7-8,low,easy
foolery,n,44,0.04,7,3,0,7-8,low,easy
gagging,j,44,0.04,7,2,1,7-8,low,easy
youthful,j,44,0.04,8,2,1,7-8,low,easy
kittenish,j,44,0.04,9,3,1,7-8,low,hard
spindrift,n,43,0.04,9,2,1,7-8,low,hard
grasslike,j,43,0.04,9,2,0,7-8,low,hard
videocam,n,43,0.04,8,3,0,7-8,low,easy
birding,n,43,0.04,7,2,1,7-8,low,easy
poisonous,j,43,0.04,9,3,1,7-8,low,hard
mealworm,n,43,0.04,8,2,0,7-8,low,easy
munching,n,43,0.04,8,2,2,7-8,low,easy
godself,p,43,0.04,7,2,0,7-8,low,easy
capoeira,n,43,0.04,8,3,0,7-8,low,easy
pression,n,43,0.04,8,2,0,7-8,low,easy
sumptuary,j,43,0.04,9,3,0,7-8,low,hard
polyploid,n,43,0.04,9,3,0,7-8,low,hard
scoreline,n,42,0.04,9,3,0,7-8,low,hard
deweyan,j,42,0.04,7,2,0,7-8,low,easy
portrayed,j,42,0.04,9,2,1,7-8,low,hard
sulphide,n,42,0.04,8,2,1,7-8,low,easy
diatomic,j,42,0.04,8,3,0,7-8,low,easy
nigiri,n,42,0.04,6,3,0,7-8,low,easy
bundling,j,42,0.04,8,2,2,7-8,low,easy
chukchi,j,42,0.04,7,2,1,7-8,low,easy
oldness,n,42,0.04,7,2,0,7-8,low,easy
skimming,n,42,0.04,8,2,1,7-8,low,easy
lymphatic,n,42,0.04,9,3,1,7-8,low,hard
beckoning,n,42,0.04,9,3,1,7-8,low,hard
amassed,j,42,0.04,7,3,1,7-8,low,easy
assisted,j,42,0.04,8,3,1,7-8,low,easy
suicide,j,42,0.04,7,3,0,7-8,low,easy
vending,j,42,0.04,7,2,2,7-8,low,easy
machine,j,42,0.04,7,2,1,7-8,low,easy
